,Unnamed: 0,Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Driving_Experience,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
16347,20943,200501MM71222,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,47.86624110313758,15.111496465504729,1242.0,1.0,7.0,10.0,1.0
4939,6162,200501EO41138,1,11,0.0,4,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,69.86624110313758,30.11149646550473,,2.0,6.0,1.0,1.0
15924,20395,200501MM70844,2,4,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,66.86624110313758,25.11149646550473,244.0,1.0,2.0,4.0,1.0
14016,17955,200501LX50458,2,3,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,60.86624110313758,25.11149646550473,,,,6.0,1.0
18713,23967,200501PY20836,2,9,0.0,15,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1,84.86624110313758,35.11149646550473,1596.0,1.0,1.0,6.0,1.0
32762,41996,200501XH30505,1,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,41.86624110313758,10.111496465504729,1119.0,1.0,9.0,5.0,1.0
30881,39545,200501XD80170,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,59.86624110313758,25.11149646550473,1796.0,1.0,4.0,6.0,1.0
1258,1555,200501CP00154,2,8,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,57.86624110313758,20.11149646550473,2402.0,2.0,2.0,7.0,1.0
2083,2531,200501CW10599,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,88.86624110313758,35.11149646550473,2398.0,1.0,7.0,7.0,1.0
1195,1481,200501CP00107,1,1,0.0,15,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,47.86624110313758,15.111496465504729,,,,,
27890,35780,200501TX20612,1,19,0.0,2,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,71.86624110313758,30.11149646550473,2500.0,2.0,13.0,1.0,1.0
20065,25735,200501QK50275,1,9,0.0,7,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,88.86624110313758,35.11149646550473,2494.0,1.0,14.0,4.0,1.0
35725,45907,200501ZD30398,1,9,0.0,4,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,54.86624110313758,20.11149646550473,1596.0,1.0,3.0,9.0,1.0
23807,30549,200501SX20800,1,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,77.86624110313758,30.11149646550473,,,,3.0,1.0
21844,27990,200501RG40815,1,9,0.0,17,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,79.86624110313758,35.11149646550473,1998.0,1.0,10.0,5.0,2.0
16502,21152,200501MM71356,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,58.86624110313758,20.11149646550473,1996.0,1.0,10.0,2.0,1.0
15390,19723,200501MM70341,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,48.86624110313758,15.111496465504729,1390.0,1.0,1.0,4.0,1.0
35859,46080,200501ZD30520,1,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,47.86624110313758,15.111496465504729,,,,2.0,1.0
7118,8950,200501GD10808,1,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,53.86624110313758,20.11149646550473,796.0,1.0,6.0,2.0,1.0
27404,35177,200501TX20261,1,9,0.0,12,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,45.86624110313758,15.111496465504729,1360.0,1.0,9.0,2.0,1.0
12648,16189,200501KF60667,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,46.86624110313758,15.111496465504729,1991.0,1.0,13.0,2.0,1.0
29521,37797,200501WW00079,2,9,0.0,3,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,69.86624110313758,30.11149646550473,1998.0,1.0,6.0,10.0,1.0
11793,15027,200501KD50723,1,9,0.0,10,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,48.86624110313758,15.111496465504729,,,,4.0,1.0
35950,46190,200501ZD30601,1,9,0.0,17,0,2.0,0.0,10.0,0.0,0.0,1.0,1.0,15.0,1,50.86624110313758,20.11149646550473,,,,2.0,1.0
3156,3897,200501CW11684,1,1,0.0,18,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2,60.86624110313758,25.11149646550473,,,,2.0,1.0
27855,35730,200501TX20582,2,1,0.0,18,5,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,46.86624110313758,15.111496465504729,,,,8.0,1.0
32822,42067,200501XH30551,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,52.86624110313758,20.11149646550473,,,,6.0,1.0
7772,9825,200501HT20344,1,10,0.0,7,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,77.86624110313758,30.11149646550473,3920.0,2.0,1.0,7.0,1.0
28514,36538,200501VK30221,3,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,61.86624110313758,25.11149646550473,1391.0,1.0,10.0,,
3183,3934,200501CW11720,1,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,58.86624110313758,20.11149646550473,7300.0,2.0,1.0,,
4373,5453,200501EO40691,1,9,0.0,6,0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,64.86624110313758,25.11149646550473,1905.0,2.0,8.0,,
14347,18373,200501LX50728,1,11,0.0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,69.86624110313758,30.11149646550473,,2.0,6.0,3.0,1.0
1030,1262,200501BS70763,1,9,0.0,17,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,80.86624110313758,35.11149646550473,2792.0,1.0,12.0,6.0,1.0
14782,18936,200501LX51126,3,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,64.86624110313758,25.11149646550473,,,,2.0,1.0
26838,34477,200501TW60392,2,9,0.0,9,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,67.86624110313758,25.11149646550473,1468.0,1.0,8.0,8.0,1.0
18562,23776,200501PY20702,1,11,0.0,5,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,59.86624110313758,25.11149646550473,8268.0,2.0,5.0,7.0,1.0
21381,27430,200501RG40457,4,9,0.0,4,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,84.86624110313758,35.11149646550473,1753.0,2.0,5.0,,
1851,2253,200501CW10396,2,9,0.0,18,0,8.0,0.0,10.0,7.0,10.0,1.0,1.0,15.0,1,57.86624110313758,20.11149646550473,1896.0,2.0,2.0,5.0,1.0
11096,14183,200501KD50221,3,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,80.86624110313758,35.11149646550473,1598.0,1.0,3.0,9.0,1.0
8799,11154,200501JC30209,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,52.86624110313758,20.11149646550473,2793.0,1.0,7.0,6.0,1.0
24594,31587,200501TB00039,1,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,62.86624110313758,25.11149646550473,,,,,
24403,31325,200501TA00175,2,9,0.0,17,0,1.0,0.0,10.0,1.0,1.0,0.0,1.0,15.0,2,60.86624110313758,25.11149646550473,2960.0,1.0,12.0,8.0,1.0
11666,14867,200501KD50633,1,9,0.0,11,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,42.86624110313758,10.111496465504729,1389.0,1.0,7.0,,
11404,14542,200501KD50436,2,9,0.0,9,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,67.86624110313758,25.11149646550473,1598.0,1.0,3.0,,
5458,6811,200501FH10015,1,3,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,48.86624110313758,15.111496465504729,124.0,1.0,8.0,4.0,1.0
11116,14206,200501KD50235,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,41.86624110313758,10.111496465504729,1119.0,1.0,11.0,8.0,1.0
4661,5809,200501EO40916,2,9,0.0,14,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,48.86624110313758,15.111496465504729,988.0,1.0,15.0,,
39012,49796,2005030001908,2,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,62.86624110313758,25.11149646550473,1396.0,1.0,12.0,1.0,1.0
30949,39631,200501XD80227,2,1,0.0,18,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,46.86624110313758,15.111496465504729,,,,5.0,1.0
8319,10538,200501HT20794,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,40.86624110313758,10.111496465504729,1596.0,1.0,9.0,,
13876,17774,200501LX50319,2,19,0.0,9,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,47.86624110313758,15.111496465504729,1686.0,2.0,4.0,4.0,1.0
36169,46476,200501ZD30785,3,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,71.86624110313758,30.11149646550473,1796.0,1.0,2.0,4.0,1.0
5239,6539,200501EO41387,1,9,0.0,9,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,57.86624110313758,20.11149646550473,,,,,
6552,8217,200501GD10294,1,21,0.0,5,0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,65.86624110313758,25.11149646550473,5900.0,2.0,3.0,1.0,1.0
14387,18422,200501LX50755,1,3,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,57.86624110313758,20.11149646550473,124.0,1.0,5.0,4.0,1.0
25354,32610,200501TC00397,1,5,0.0,18,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,1,37.93360129997988,12.913875302515212,,,,1.0,1.0
28566,36605,200501VK30254,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,56.93360129997988,27.913875302515216,18981.0,1.0,5.0,8.0,1.0
5105,6365,200501EO41271,1,9,0.0,18,0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,57.93360129997988,27.913875302515216,1896.0,2.0,8.0,4.0,1.0
28370,36371,200501VK30118,1,21,1.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,71.93360129997987,32.913875302515216,12580.0,2.0,,7.0,1.0
9823,12537,200501JI40186,3,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,58.93360129997988,27.913875302515216,,,,,
18817,24101,200501PY20932,1,9,0.0,5,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,56.93360129997988,27.913875302515216,,,,6.0,1.0
4644,5788,200501EO40906,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,44.93360129997988,22.913875302515216,1396.0,1.0,6.0,2.0,1.0
14669,18805,200501LX51034,2,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,80.93360129997987,37.913875302515216,,,,8.0,1.0
7642,9663,200501HT20228,1,5,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,47.93360129997988,22.913875302515216,749.0,1.0,6.0,,
8246,10439,200501HT20725,2,1,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,52.93360129997988,22.913875302515216,,,,4.0,1.0
10029,12807,200501JI40351,2,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,77.93360129997987,37.913875302515216,,,,9.0,1.0
31184,39954,200501XD80437,2,10,0.0,18,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,66.93360129997987,32.913875302515216,,,,1.0,1.0
5657,7070,200501FH10190,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,40.93360129997988,17.913875302515212,1242.0,1.0,5.0,6.0,1.0
3434,4265,200501EO00014,1,3,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.93360129997988,22.913875302515216,,,,5.0,1.0
4718,5880,200501EO40964,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,42.93360129997988,17.913875302515212,1598.0,1.0,,3.0,1.0
27138,34849,200501TX20073,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,64.93360129997987,32.913875302515216,1769.0,1.0,2.0,,
9350,11904,200501JC30684,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,53.93360129997988,27.913875302515216,1796.0,1.0,6.0,,
35542,45664,200501ZD30190,1,11,0.0,9,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,43.93360129997988,22.913875302515216,,2.0,2.0,,
25181,32384,200501TC00245,2,9,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,37.93360129997988,12.913875302515212,,,,,
1029,1259,200501BS70760,2,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,76.93360129997987,37.913875302515216,1598.0,1.0,1.0,6.0,1.0
15129,19380,200501LX51447,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,68.93360129997987,32.913875302515216,,,,,
7757,9809,200501HT20334,1,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,64.93360129997987,32.913875302515216,1998.0,1.0,5.0,,
25755,33150,200501TE00011,2,4,0.0,18,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,51.93360129997988,22.913875302515216,198.0,1.0,3.0,,
10395,13298,200501JI40632,2,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,61.93360129997988,27.913875302515216,1799.0,1.0,8.0,,
35222,45255,200501YR90672,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,49.93360129997988,22.913875302515216,1598.0,1.0,3.0,2.0,1.0
30878,39541,200501XD80168,1,9,0.0,3,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,37.93360129997988,12.913875302515212,1390.0,1.0,7.0,6.0,1.0
13484,17260,200501KG70436,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,51.93360129997988,22.913875302515216,1391.0,1.0,10.0,5.0,1.0
34398,44118,200501YE80995,3,1,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,31.933601299979877,7.913875302515212,,,,6.0,1.0
3512,4377,200501EO00095,1,19,0.0,10,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,49.93360129997988,22.913875302515216,2496.0,2.0,6.0,1.0,1.0
32850,42098,200501XH30571,2,21,0.0,18,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1,50.93360129997988,22.913875302515216,11705.0,2.0,3.0,5.0,3.0
1545,1895,200501CW10073,1,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,37.93360129997988,12.913875302515212,,,,2.0,2.0
9867,12587,200501JI40222,1,9,0.0,18,0,8.0,0.0,4.0,0.0,0.0,3.0,1.0,15.0,1,38.93360129997988,17.913875302515212,,,,,
15481,19835,200501MM70417,1,9,0.0,17,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,55.93360129997988,27.913875302515216,2000.0,1.0,9.0,4.0,1.0
14348,18377,200501LX50730,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,52.93360129997988,22.913875302515216,2997.0,1.0,8.0,,
33945,43531,200501YE80640,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,41.93360129997988,17.913875302515212,1598.0,1.0,,4.0,1.0
33056,42349,200501XH30718,1,9,0.0,18,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,1,58.93360129997988,27.913875302515216,2435.0,1.0,3.0,,
34228,43887,200501YE80856,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,83.93360129997987,42.913875302515216,1390.0,1.0,5.0,6.0,1.0
1055,1293,200501BS70782,2,3,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,49.93360129997988,22.913875302515216,124.0,1.0,7.0,3.0,1.0
36853,47359,200501ZD31367,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,50.93360129997988,22.913875302515216,1781.0,1.0,3.0,,
14549,18635,200501LX50912,1,5,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,64.93360129997987,32.913875302515216,599.0,1.0,7.0,9.0,1.0
13576,17378,200501KG70506,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,51.93360129997988,22.913875302515216,,,,,
575,699,200501BS70402,1,1,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,68.93360129997987,32.913875302515216,,,,3.0,1.0
4685,5841,200501EO40937,1,19,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,60.93360129997988,27.913875302515216,2187.0,2.0,3.0,2.0,1.0
13437,17201,200501KG70400,1,9,0.0,17,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,45.93360129997988,22.913875302515216,1896.0,2.0,5.0,3.0,1.0
20530,26368,200501QK50665,2,9,0.0,7,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,46.93360129997988,22.913875302515216,,,,7.0,1.0
3896,4849,200501EO40297,2,1,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,50.93360129997988,22.913875302515216,,,,5.0,1.0
20050,25711,200501QK50258,1,9,0.0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,44.93360129997988,22.913875302515216,,,,3.0,1.0
37574,48252,200501ZT80514,2,3,0.0,13,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,39.93360129997988,17.913875302515212,100.0,1.0,3.0,5.0,1.0
20220,25941,200501QK50404,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,52.93360129997988,22.913875302515216,,,,3.0,1.0
27435,35216,200501TX20281,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,41.93360129997988,17.913875302515212,1199.0,1.0,1.0,3.0,1.0
24287,31180,200501TA00079,1,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,58.93360129997988,27.913875302515216,,,,,
24587,31578,200501TB00035,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,57.93360129997988,27.913875302515216,2497.0,1.0,4.0,6.0,1.0
25590,32943,200501TD00159,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,72.93360129997987,32.913875302515216,1598.0,1.0,10.0,6.0,1.0
9662,12323,200501JI40053,1,9,0.0,6,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,57.93360129997988,27.913875302515216,,,,1.0,1.0
9199,11689,200501JC30546,1,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,62.93360129997988,27.913875302515216,2200.0,1.0,16.0,1.0,1.0
5955,7446,200501FH10419,1,3,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,44.93360129997988,22.913875302515216,125.0,1.0,2.0,6.0,1.0
7951,10061,200501HT20494,2,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,46.93360129997988,22.913875302515216,,,,6.0,1.0
35643,45799,200501ZD30292,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,45.93360129997988,22.913875302515216,1600.0,1.0,5.0,9.0,1.0
23692,30401,200501SX20707,2,3,0.0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,62.93360129997988,27.913875302515216,,,,2.0,1.0
2415,2934,200501CW10884,3,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,53.93360129997988,27.913875302515216,,,,2.0,1.0
32924,42189,200501XH30627,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,35.93360129997988,12.913875302515212,1124.0,1.0,6.0,,
26616,34205,200501TW60222,1,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,56.93360129997988,27.913875302515216,,,,6.0,1.0
23727,30446,200501SX20734,1,19,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,48.93360129997988,22.913875302515216,,,,9.0,1.0
20980,26923,200501RG40121,1,9,0.0,3,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,72.93360129997987,32.913875302515216,1117.0,1.0,15.0,5.0,1.0
6634,8325,200501GD10373,3,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,47.93360129997988,22.913875302515216,1360.0,1.0,13.0,1.0,1.0
5177,6463,200501EO41337,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,53.93360129997988,27.913875302515216,2499.0,2.0,7.0,9.0,1.0
13615,17434,200501KG70543,1,9,0.0,18,0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,51.93360129997988,22.913875302515216,,,,,
26391,33951,200501TW60067,1,8,0.0,18,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,54.93360129997988,27.913875302515216,1753.0,2.0,9.0,,
20312,26072,200501QK50481,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,36.93360129997988,12.913875302515212,,,,6.0,1.0
26096,33563,200501TE00297,2,8,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,88.93360129997987,42.913875302515216,2664.0,2.0,10.0,3.0,1.0
7660,9682,200501HT20238,2,9,0.0,6,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,47.93360129997988,22.913875302515216,1295.0,1.0,17.0,4.0,1.0
35147,45150,200501YR90583,1,9,0.0,10,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,55.93360129997988,27.913875302515216,1360.0,1.0,2.0,9.0,1.0
22395,28684,200501RY10367,2,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,76.93360129997987,37.913875302515216,9000.0,2.0,4.0,2.0,1.0
32566,41759,200501XH30348,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,41.93360129997988,17.913875302515212,1905.0,2.0,12.0,7.0,1.0
38313,49059,2005030000885,3,9,0.0,10,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,70.93360129997987,32.913875302515216,1998.0,2.0,6.0,3.0,2.0
31080,39813,200501XD80343,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,48.93360129997988,22.913875302515216,,,,6.0,1.0
12246,15625,200501KF60323,3,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,78.93360129997987,37.913875302515216,1587.0,1.0,7.0,4.0,1.0
28227,36189,200501VK30003,2,2,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,50.93360129997988,22.913875302515216,49.0,1.0,2.0,8.0,1.0
16516,21175,200501MM79049,1,9,0.0,11,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,50.93360129997988,22.913875302515216,1995.0,2.0,,2.0,1.0
21138,27130,200501RG40272,3,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,42.93360129997988,17.913875302515212,1596.0,1.0,,9.0,1.0
20106,25791,200501QK50309,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,41.93360129997988,17.913875302515212,,,,7.0,1.0
22193,28434,200501RY10205,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,74.93360129997987,37.913875302515216,,,,9.0,1.0
6996,8793,200501GD10709,2,5,0.0,17,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,57.93360129997988,27.913875302515216,599.0,1.0,9.0,2.0,1.0
21056,27027,200501RG40198,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,55.93360129997988,27.913875302515216,1117.0,1.0,14.0,5.0,1.0
31092,39830,200501XD80356,1,2,0.0,18,0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,15.0,1,38.93360129997988,17.913875302515212,49.0,1.0,10.0,,
28742,36820,200501VK30394,2,1,0.0,7,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,54.93360129997988,27.913875302515216,,,,7.0,1.0
21898,28062,200501RG40859,1,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,59.93360129997988,27.913875302515216,1242.0,1.0,7.0,3.0,1.0
22772,29171,200501SX00045,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,43.93360129997988,22.913875302515216,1388.0,1.0,2.0,5.0,1.0
2197,2666,200501CW10694,1,11,0.0,18,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,74.93360129997987,37.913875302515216,3900.0,2.0,3.0,4.0,1.0
13937,17851,200501LX50386,2,9,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,41.93360129997988,17.913875302515212,1589.0,1.0,9.0,2.0,1.0
33820,43358,200501YE80535,1,19,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,66.93360129997987,32.913875302515216,1997.0,2.0,4.0,6.0,1.0
22826,29245,200501SX00100,3,4,0.0,18,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,70.93360129997987,32.913875302515216,,,,9.0,1.0
15897,20363,200501MM70813,1,9,0.0,6,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1,72.93360129997987,32.913875302515216,1769.0,1.0,2.0,1.0,1.0
35691,45862,200501ZD30364,2,9,0.0,9,2,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,46.93360129997988,22.913875302515216,1390.0,1.0,8.0,8.0,1.0
26165,33660,200501TE00358,2,1,0.0,7,0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,40.93360129997988,17.913875302515212,,,,7.0,1.0
